P,urn:nasa:pds:ast-bennu.radar.shape-model:data:101955bennu_tab::1.1
P,urn:nasa:pds:ast-bennu.radar.shape-model:data:pole_tab::1.1
P,urn:nasa:pds:ast-bennu.radar.shape-model:data:rotate_tab::1.1
